,item_sku_id,dc_id,date,quantity,vendibility,original_price,discount
29860,2,0,2017-05-15,1.0,1.0,0.00212526565821,10.0
29861,2,2,2016-10-21,1.0,1.0,0.00212526565821,10.0
29862,2,2,2017-08-28,1.0,1.0,0.00237529691211,7.89473684211
7911,2,2,2017-05-26,0.0,1.0,,
7910,2,2,2016-09-28,0.0,1.0,,
7909,2,2,2016-08-27,0.0,1.0,,
7908,2,2,2016-02-29,0.0,1.0,,
29851,2,1,2016-09-22,0.0,1.0,,
29668,2,0,2017-02-22,0.0,1.0,,
29850,2,1,2016-02-13,0.0,1.0,,
63908,2,2,2017-04-18,0.0,1.0,,
29670,2,0,2017-10-15,0.0,1.0,,
29671,2,2,2016-12-17,0.0,1.0,,
29672,2,2,2017-04-21,0.0,1.0,,
29673,2,2,2017-08-07,0.0,1.0,,
63897,2,1,2016-02-09,0.0,1.0,,
63898,2,1,2017-02-06,0.0,1.0,,
63899,2,1,2017-03-07,0.0,1.0,,
63900,2,4,2017-02-03,0.0,1.0,,
63901,2,4,2017-07-21,0.0,1.0,,
63902,2,3,2016-08-21,0.0,1.0,,
63903,2,3,2017-09-30,0.0,1.0,,
63904,2,3,2017-12-08,0.0,1.0,,
63905,2,2,2016-04-23,0.0,1.0,,
63906,2,2,2016-12-30,0.0,1.0,,
63907,2,2,2017-01-31,0.0,1.0,,
63909,2,2,2017-12-15,0.0,1.0,,
8258,2,0,2017-03-12,0.0,1.0,,
8259,2,2,2016-01-31,0.0,1.0,,
8260,2,2,2016-03-24,0.0,1.0,,
63247,2,2,2017-08-04,0.0,1.0,,
63248,2,2,2017-08-08,3.0,0.0,0.00237529691211,7.89473684211
8675,2,2,2016-07-12,10.0,1.0,0.00212526565821,10.0
8674,2,2,2016-02-16,2.0,1.0,0.00212526565821,10.0
8673,2,0,2017-09-25,0.0,1.0,,
8672,2,0,2017-08-02,0.0,1.0,,
8671,2,0,2017-01-01,0.0,1.0,,
8670,2,0,2016-12-09,3.0,1.0,0.00212526565821,5.68823529412
8669,2,3,2017-03-18,0.0,1.0,,
8668,2,4,2017-08-25,0.0,1.0,,
8667,2,4,2017-03-20,0.0,1.0,,
8666,2,4,2016-10-22,0.0,0.0,,
8665,2,1,2017-08-25,0.0,1.0,,
8664,2,1,2016-12-21,3.0,1.0,0.00212526565821,9.21764705882
8663,2,1,2016-10-01,2.0,1.0,0.00212526565821,8.82352941176
63246,2,2,2017-02-22,2.0,1.0,0.00212526565821,8.82352941176
29210,2,1,2016-04-01,0.0,1.0,,
63245,2,2,2016-08-31,0.0,1.0,,
63243,2,2,2016-08-09,0.0,1.0,,
43231,2,3,2016-09-16,0.0,1.0,,
43230,2,3,2016-04-09,0.0,1.0,,
43229,2,3,2016-03-26,0.0,1.0,,
43228,2,4,2017-08-24,0.0,1.0,,
43227,2,1,2017-04-13,0.0,1.0,,
43226,2,1,2017-01-25,0.0,1.0,,
43225,2,1,2016-07-31,0.0,1.0,,
43224,2,1,2016-05-02,0.0,1.0,,
43223,2,1,2016-05-01,0.0,1.0,,
63237,2,5,2017-07-31,0.0,1.0,,
63238,2,5,2017-08-17,0.0,1.0,,
63239,2,5,2017-09-06,0.0,1.0,,
63240,2,0,2017-04-06,1.0,1.0,0.00205650706338,10.0
63241,2,0,2017-07-16,0.0,1.0,,
63242,2,2,2016-07-18,0.0,1.0,,
63244,2,2,2016-08-26,0.0,1.0,,
29211,2,1,2016-10-12,0.0,1.0,,
29212,2,1,2017-03-11,0.0,1.0,,
29213,2,1,2017-09-29,1.0,1.0,0.00237529691211,7.89473684211
63549,2,3,2017-03-12,1.0,1.0,0.00212526565821,5.88235294118
63550,2,3,2017-05-12,0.0,1.0,,
63551,2,5,2017-08-31,0.0,1.0,,
63552,2,5,2017-10-08,0.0,1.0,,
63553,2,0,2016-04-11,0.0,1.0,,
63554,2,0,2016-04-29,0.0,1.0,,
63555,2,0,2016-08-22,0.0,0.0,,
63556,2,0,2017-01-25,0.0,1.0,,
63557,2,0,2017-03-04,0.0,1.0,,
63558,2,2,2016-08-30,0.0,1.0,,
63559,2,2,2016-12-05,0.0,1.0,,
8264,2,2,2017-09-21,0.0,1.0,,
8263,2,2,2017-01-12,0.0,1.0,,
8262,2,2,2016-10-24,0.0,1.0,,
8261,2,2,2016-10-05,0.0,1.0,,
63548,2,3,2017-01-24,0.0,1.0,,
63547,2,4,2017-10-06,0.0,1.0,,
63546,2,4,2017-07-25,0.0,1.0,,
63545,2,1,2017-03-21,0.0,1.0,,
29214,2,4,2017-02-15,0.0,1.0,,
29215,2,4,2017-10-27,0.0,1.0,,
29216,2,3,2016-07-24,0.0,1.0,,
29217,2,3,2017-03-22,0.0,1.0,,
29218,2,0,2016-09-05,1.0,1.0,0.00212526565821,10.0
29219,2,0,2016-09-06,0.0,1.0,,
29220,2,0,2016-12-18,2.0,1.0,0.00212526565821,10.0
7907,2,0,2016-05-11,2.0,1.0,0.00212526565821,10.0
29221,2,0,2016-12-21,0.0,1.0,,
29223,2,2,2016-03-29,1.0,1.0,0.00212526565821,9.70588235294
29224,2,2,2016-04-25,0.0,1.0,,
29225,2,2,2016-05-22,0.0,1.0,,
29226,2,2,2016-07-17,1.0,1.0,0.00212526565821,10.0
29227,2,2,2016-09-05,1.0,1.0,0.0020477559695,10.0
29228,2,2,2016-12-27,0.0,1.0,,
29229,2,2,2017-04-16,0.0,1.0,,
29222,2,2,2016-02-24,0.0,1.0,,
7906,2,0,2016-04-14,0.0,1.0,,
7905,2,3,2017-10-08,0.0,1.0,,
7904,2,3,2017-03-17,0.0,1.0,,
64626,2,3,2017-04-30,0.0,1.0,,
64627,2,3,2017-05-10,0.0,1.0,,
64628,2,3,2017-08-11,0.0,1.0,,
64629,2,3,2017-09-29,0.0,1.0,,
64630,2,0,2017-01-20,0.0,1.0,,
64631,2,0,2017-04-11,3.0,1.0,0.00212526565821,8.82352941176
64632,2,2,2016-03-15,0.0,1.0,,
64633,2,2,2017-04-04,0.0,1.0,,
41731,2,2,2016-12-23,0.0,1.0,,
41730,2,2,2016-09-23,5.0,0.0,0.00212526565821,8.47058823529
41729,2,2,2016-04-15,0.0,1.0,,
41728,2,0,2017-09-17,0.0,1.0,,
41727,2,0,2016-10-11,2.0,1.0,0.00212526565821,10.0
41726,2,5,2017-10-30,1.0,1.0,0.00237529691211,7.89473684211
41725,2,5,2017-10-21,0.0,1.0,,
64625,2,3,2016-05-22,0.0,1.0,,
41724,2,3,2017-05-31,0.0,1.0,,
64624,2,4,2017-03-15,2.0,1.0,0.00212526565821,5.29411764706
64622,2,4,2017-01-08,0.0,1.0,,
30227,2,2,2017-10-22,0.0,1.0,,
7242,2,2,2017-02-05,0.0,1.0,,
7241,2,2,2016-09-03,0.0,1.0,,
7240,2,2,2016-07-24,0.0,1.0,,
7239,2,2,2016-04-01,0.0,1.0,,
7238,2,0,2017-05-05,0.0,1.0,,
7237,2,0,2017-04-09,2.0,1.0,0.00212526565821,7.94117647059
7236,2,0,2016-01-06,1.0,1.0,0.00212526565821,9.70588235294
7235,2,5,2017-10-25,0.0,1.0,,
7234,2,3,2017-02-21,0.0,1.0,,
7233,2,3,2016-12-29,0.0,1.0,,
7232,2,3,2016-10-22,0.0,1.0,,
7231,2,1,2017-02-22,1.0,1.0,0.00212526565821,10.0
7230,2,1,2016-02-05,0.0,1.0,,
64621,2,1,2017-04-23,0.0,1.0,,
64623,2,4,2017-02-22,0.0,1.0,,
41723,2,3,2017-01-30,0.0,1.0,,
41722,2,4,2017-08-06,0.0,1.0,,
30598,2,1,2016-02-01,0.0,1.0,,
6780,2,3,2017-10-24,0.0,1.0,,
6779,2,3,2017-09-15,0.0,1.0,,
6778,2,3,2016-12-27,0.0,1.0,,
6777,2,3,2016-12-20,1.0,1.0,0.00212526565821,7.05882352941
6776,2,1,2016-12-16,0.0,1.0,,
6775,2,1,2016-10-25,1.0,1.0,0.00212526565821,10.0
65007,2,1,2017-10-24,1.0,1.0,0.00237529691211,7.89473684211
65008,2,3,2016-07-28,1.0,1.0,0.0020477559695,10.0
65009,2,3,2016-10-17,0.0,1.0,,
65010,2,3,2017-08-03,0.0,0.0,,
65011,2,0,2016-01-10,0.0,1.0,,
65012,2,0,2016-02-07,0.0,1.0,,
65013,2,0,2016-10-20,2.0,1.0,0.00212526565821,10.0
65014,2,0,2017-02-12,0.0,1.0,,
65015,2,2,2016-04-09,0.0,1.0,,
6781,2,5,2017-09-22,0.0,1.0,,
6782,2,0,2016-07-13,0.0,1.0,,
6783,2,0,2017-02-05,0.0,1.0,,
6784,2,0,2017-05-12,0.0,1.0,,
30599,2,1,2016-08-02,0.0,1.0,,
30600,2,1,2016-08-09,0.0,1.0,,
30601,2,1,2017-04-24,0.0,1.0,,
30602,2,4,2017-02-19,0.0,1.0,,
30603,2,4,2017-09-13,0.0,1.0,,
30604,2,3,2017-09-25,0.0,1.0,,
30605,2,0,2016-01-22,1.0,1.0,0.00212526565821,9.70588235294
30226,2,2,2017-02-09,2.0,1.0,0.00212526565821,5.88235294118
30606,2,2,2016-02-02,0.0,1.0,,
30608,2,2,2017-05-13,0.0,1.0,,
65005,2,1,2017-04-25,0.0,1.0,,
65006,2,1,2017-05-04,0.0,1.0,,
6788,2,2,2017-09-19,0.0,1.0,,
6787,2,2,2017-05-27,0.0,1.0,,
6786,2,2,2017-05-05,0.0,1.0,,
6785,2,0,2017-10-10,5.0,1.0,0.00237529691211,10.0
30607,2,2,2017-01-22,0.0,1.0,,
43232,2,3,2016-12-08,0.0,1.0,,
30225,2,2,2017-01-26,0.0,1.0,,
30223,2,0,2016-07-28,0.0,1.0,,
42354,2,4,2017-04-23,0.0,1.0,,
42353,2,4,2016-12-22,0.0,1.0,,
42352,2,1,2016-08-16,0.0,1.0,,
42351,2,1,2016-08-01,0.0,1.0,,
42350,2,1,2016-07-05,0.0,1.0,,
42349,2,1,2016-04-28,0.0,1.0,,
7714,2,2,2017-08-26,0.0,1.0,,
7713,2,2,2016-01-10,0.0,1.0,,
7712,2,0,2017-09-11,0.0,1.0,,
7711,2,0,2016-05-15,0.0,1.0,,
7710,2,0,2016-02-06,0.0,1.0,,
7709,2,3,2017-10-30,0.0,1.0,,
7708,2,3,2017-10-29,3.0,1.0,0.00237529691211,5.96315789474
7707,2,3,2017-09-20,0.0,1.0,,
7706,2,3,2016-10-31,0.0,1.0,,
42355,2,4,2017-07-11,0.0,1.0,,
7705,2,3,2016-05-14,0.0,1.0,,
42356,2,4,2017-08-14,0.0,1.0,,
42358,2,4,2017-09-02,0.0,1.0,,
7903,2,4,2017-07-01,0.0,1.0,,
7902,2,4,2016-12-13,0.0,1.0,,
7901,2,1,2017-09-09,0.0,1.0,,
7900,2,1,2016-05-11,0.0,1.0,,
7899,2,1,2016-03-05,0.0,1.0,,
7898,2,1,2016-02-22,0.0,1.0,,
42367,2,2,2017-05-24,0.0,1.0,,
42366,2,2,2016-03-12,0.0,1.0,,
42365,2,0,2017-04-02,0.0,1.0,,
42364,2,0,2016-10-26,1.0,1.0,0.00212526565821,10.0
42363,2,0,2016-02-13,0.0,1.0,,
42362,2,5,2017-08-27,0.0,1.0,,
42361,2,3,2017-08-12,0.0,1.0,,
42360,2,3,2016-10-02,0.0,1.0,,
42359,2,3,2016-07-14,0.0,1.0,,
42357,2,4,2017-08-30,0.0,1.0,,
7704,2,1,2017-09-23,0.0,1.0,,
7703,2,1,2017-04-26,2.0,1.0,0.00212526565821,8.82352941176
7702,2,1,2016-12-07,0.0,1.0,,
64264,2,0,2017-09-18,0.0,1.0,,
64265,2,2,2017-01-01,0.0,1.0,,
64266,2,2,2017-03-23,3.0,1.0,0.00212526565821,9.21764705882
64267,2,2,2017-07-05,0.0,1.0,,
42249,2,3,2016-08-30,0.0,1.0,,
42248,2,4,2017-10-20,0.0,1.0,,
42247,2,1,2016-01-09,0.0,1.0,,
30215,2,1,2016-02-24,1.0,1.0,0.00212526565821,5.88235294118
30216,2,1,2017-04-22,0.0,1.0,,
30217,2,1,2017-12-10,0.0,1.0,,
30218,2,4,2017-04-18,0.0,1.0,,
30219,2,3,2016-04-17,0.0,1.0,,
30220,2,3,2017-02-14,0.0,1.0,,
30221,2,3,2017-08-05,1.0,1.0,0.00237529691211,7.89473684211
30222,2,0,2016-07-27,1.0,1.0,0.00212526565821,10.0
64263,2,0,2016-05-14,2.0,1.0,0.00212526565821,5.88235294118
64262,2,0,2016-04-10,2.0,1.0,0.00212526565821,9.70588235294
64261,2,5,2017-05-12,0.0,1.0,,
64260,2,3,2016-04-12,0.0,1.0,,
7701,2,1,2016-04-27,0.0,1.0,,
7700,2,1,2016-03-27,0.0,1.0,,
42348,2,1,2016-01-19,0.0,1.0,,
42257,2,2,2017-09-09,0.0,1.0,,
42256,2,2,2017-07-28,0.0,1.0,,
42255,2,2,2016-07-03,0.0,1.0,,
42254,2,0,2017-08-31,0.0,1.0,,
30224,2,2,2016-07-08,0.0,1.0,,
42253,2,0,2016-07-04,0.0,1.0,,
42251,2,3,2017-07-11,0.0,1.0,,
42250,2,3,2016-10-23,0.0,1.0,,
64255,2,1,2016-01-24,0.0,1.0,,
64256,2,1,2016-02-11,0.0,1.0,,
64257,2,1,2016-05-20,0.0,1.0,,
64258,2,1,2017-08-30,0.0,1.0,,
64259,2,4,2017-10-23,0.0,1.0,,
42252,2,0,2016-01-30,0.0,1.0,,
65016,2,2,2016-10-03,0.0,1.0,,
43233,2,3,2017-01-18,0.0,1.0,,
43235,2,3,2017-09-07,0.0,1.0,,
10393,2,3,2016-07-02,0.0,1.0,,
10392,2,3,2016-04-11,0.0,1.0,,
10391,2,4,2017-07-27,0.0,1.0,,
10390,2,4,2017-07-03,0.0,1.0,,
10389,2,4,2017-03-03,0.0,1.0,,
10388,2,1,2017-08-13,0.0,1.0,,
10387,2,1,2016-10-13,0.0,1.0,,
10386,2,1,2016-07-02,0.0,1.0,,
61790,2,1,2017-07-29,0.0,0.0,,
61791,2,4,2017-03-25,0.0,1.0,,
61792,2,3,2016-04-05,0.0,1.0,,
61793,2,3,2016-10-25,0.0,1.0,,
61794,2,0,2016-05-29,1.0,1.0,0.00212526565821,10.0
61795,2,0,2016-09-03,0.0,1.0,,
61796,2,0,2017-05-21,0.0,1.0,,
10394,2,3,2016-08-12,0.0,1.0,,
61797,2,0,2017-07-28,0.0,1.0,,
10395,2,0,2016-10-14,1.0,0.0,0.00212526565821,10.0
10397,2,0,2017-03-20,2.0,1.0,0.00212526565821,8.82352941176
44628,2,5,2017-09-24,0.0,1.0,,
44627,2,5,2017-07-24,0.0,1.0,,
44626,2,3,2017-08-31,0.0,1.0,,
44625,2,3,2017-01-14,0.0,1.0,,
44624,2,3,2016-04-19,0.0,1.0,,
44623,2,4,2017-09-08,0.0,1.0,,
44622,2,4,2017-03-14,0.0,1.0,,
44621,2,1,2016-07-20,1.0,1.0,0.0020477559695,10.0
44620,2,1,2016-07-11,0.0,1.0,,
44619,2,1,2016-04-02,0.0,1.0,,
10402,2,2,2016-05-09,0.0,1.0,,
10401,2,2,2016-05-02,0.0,1.0,,
10400,2,2,2016-03-31,1.0,1.0,0.00212526565821,9.70588235294
10399,2,0,2017-09-03,2.0,1.0,0.00237529691211,7.89473684211
10398,2,0,2017-08-28,30.0,1.0,,
10396,2,0,2017-01-13,0.0,1.0,,
44629,2,0,2016-05-17,2.0,1.0,0.00212526565821,10.0
61798,2,2,2016-01-25,0.0,1.0,,
61800,2,2,2017-01-09,0.0,1.0,,
28095,2,1,2016-12-13,2.0,1.0,0.00212526565821,8.82352941176
28096,2,1,2017-05-18,0.0,1.0,,
28097,2,4,2016-12-26,0.0,1.0,,
28098,2,4,2017-09-18,0.0,1.0,,
28099,2,3,2016-08-29,0.0,1.0,,
28100,2,3,2016-09-11,0.0,1.0,,
28101,2,3,2016-12-13,0.0,1.0,,
28102,2,3,2017-07-10,0.0,1.0,,
28103,2,3,2017-08-13,0.0,1.0,,
28104,2,5,2017-05-06,0.0,1.0,,
28105,2,0,2016-05-31,0.0,1.0,,
28106,2,0,2016-09-08,1.0,1.0,0.00212526565821,10.0
28107,2,0,2016-10-18,2.0,1.0,0.00212526565821,8.23529411765
28108,2,2,2016-03-03,0.0,1.0,,
28109,2,2,2016-03-23,8.0,1.0,0.00212526565821,5.95882352941
28094,2,1,2016-07-18,0.0,1.0,,
61799,2,2,2016-12-24,0.0,1.0,,
28093,2,1,2016-04-15,0.0,1.0,,
10092,2,1,2017-04-06,0.0,1.0,,
61801,2,2,2017-01-15,0.0,1.0,,
61802,2,2,2017-02-26,1.0,1.0,0.00212526565821,10.0
10105,2,2,2017-08-10,0.0,1.0,,
10104,2,2,2017-07-19,0.0,1.0,,
10103,2,2,2017-05-07,0.0,1.0,,
10102,2,2,2016-12-10,0.0,1.0,,
10101,2,2,2016-10-18,0.0,1.0,,
10100,2,2,2016-07-09,0.0,1.0,,
10099,2,0,2017-12-04,1.0,1.0,0.00237529691211,7.89473684211
10098,2,0,2017-02-28,4.0,1.0,0.00212526565821,8.82352941176
10097,2,0,2016-09-24,0.0,1.0,,
10096,2,5,2017-10-12,0.0,1.0,,
10095,2,5,2017-10-06,0.0,1.0,,
10094,2,3,2016-09-08,0.0,1.0,,
10093,2,3,2016-05-01,0.0,1.0,,
10091,2,1,2016-03-06,0.0,1.0,,
44630,2,0,2016-10-28,3.0,1.0,0.00212526565821,5.29411764706
44631,2,2,2016-10-28,0.0,1.0,,
61437,2,2,2017-09-03,0.0,1.0,,
61101,2,1,2017-07-27,0.0,1.0,,
61102,2,4,2016-12-24,0.0,1.0,,
61103,2,3,2017-05-06,0.0,1.0,,
61104,2,0,2016-03-07,2.0,1.0,0.00212526565821,9.70588235294
61105,2,0,2016-03-13,1.0,1.0,0.00212526565821,9.70588235294
61106,2,0,2016-12-10,1.0,1.0,0.00212526565821,10.0
61107,2,0,2017-07-02,1.0,1.0,0.00212526565821,8.82352941176
61108,2,2,2016-01-23,0.0,1.0,,
10722,2,2,2017-10-24,2.0,1.0,0.00237529691211,6.57894736842
10721,2,2,2017-02-19,0.0,1.0,,
10720,2,2,2016-08-20,0.0,1.0,,
10719,2,2,2016-07-20,0.0,1.0,,
10718,2,2,2016-05-21,0.0,1.0,,
10717,2,0,2017-09-20,0.0,1.0,,
10716,2,0,2017-04-29,0.0,1.0,,
61100,2,1,2017-05-13,0.0,1.0,,
10715,2,0,2016-12-08,0.0,1.0,,
61099,2,1,2017-01-04,2.0,1.0,0.00212526565821,8.82352941176
44976,2,1,2016-09-02,0.0,1.0,,
27406,2,1,2016-08-29,1.0,1.0,0.00212526565821,10.0
27407,2,1,2016-12-25,0.0,1.0,,
27408,2,4,2017-07-20,0.0,1.0,,
27409,2,4,2017-09-30,0.0,0.0,,
27410,2,3,2016-07-25,0.0,1.0,,
27411,2,3,2017-02-06,1.0,1.0,0.00212526565821,6.47058823529
27412,2,5,2017-09-28,0.0,1.0,,
27413,2,0,2016-04-15,0.0,1.0,,
27414,2,0,2017-08-26,0.0,1.0,,
27415,2,2,2016-03-27,0.0,1.0,,
27416,2,2,2016-08-08,0.0,1.0,,
27417,2,2,2017-04-07,0.0,1.0,,
27418,2,2,2017-04-25,0.0,1.0,,
27419,2,2,2017-08-25,0.0,1.0,,
27420,2,2,2017-09-06,1.0,1.0,0.00237529691211,7.89473684211
61098,2,1,2016-10-05,0.0,1.0,,
10714,2,0,2016-10-31,0.0,1.0,,
10713,2,0,2016-10-02,0.0,1.0,,
10712,2,3,2017-04-14,0.0,1.0,,
61422,2,1,2016-04-17,1.0,1.0,0.00212526565821,10.0
61423,2,1,2017-02-12,0.0,1.0,,
61424,2,4,2017-03-13,0.0,1.0,,
61425,2,4,2017-07-19,0.0,1.0,,
61426,2,3,2016-12-14,0.0,1.0,,
61427,2,3,2017-04-08,0.0,1.0,,
61428,2,3,2017-07-29,0.0,1.0,,
61429,2,3,2017-08-06,0.0,1.0,,
61430,2,5,2017-05-20,0.0,1.0,,
61431,2,5,2017-07-13,0.0,1.0,,
61432,2,0,2017-05-29,0.0,1.0,,
61433,2,0,2017-10-08,0.0,1.0,,
61434,2,2,2016-07-28,1.0,1.0,0.00212526565821,10.0
61435,2,2,2016-08-25,1.0,1.0,0.00212526565821,10.0
61436,2,2,2016-09-14,0.0,1.0,,
44632,2,2,2017-08-12,1.0,1.0,0.00237529691211,7.89473684211
44633,2,2,2017-09-17,0.0,1.0,,
27707,2,2,2017-09-27,0.0,0.0,,
27706,2,0,2017-03-13,0.0,1.0,,
10711,2,3,2016-04-22,0.0,1.0,,
10710,2,4,2017-10-15,0.0,1.0,,
10709,2,4,2017-04-21,0.0,1.0,,
10708,2,1,2017-03-29,0.0,1.0,,
10707,2,1,2017-01-03,0.0,1.0,,
10706,2,1,2016-12-30,0.0,1.0,,
10705,2,1,2016-09-23,0.0,1.0,,
28110,2,2,2017-10-12,0.0,1.0,,
27697,2,1,2016-08-12,0.0,1.0,,
27699,2,4,2017-07-29,0.0,1.0,,
27700,2,3,2016-04-20,0.0,1.0,,
27701,2,3,2016-09-20,0.0,1.0,,
27702,2,3,2016-09-28,0.0,1.0,,
27703,2,3,2017-12-02,3.0,0.0,0.00156394549319,10.0
27704,2,0,2016-05-01,1.0,1.0,0.00212526565821,9.70588235294
27705,2,0,2016-07-16,0.0,1.0,,
27698,2,1,2016-12-08,0.0,1.0,,
44210,2,2,2017-04-20,1.0,1.0,0.00212526565821,10.0
44209,2,2,2017-04-08,0.0,1.0,,
44208,2,2,2017-03-07,0.0,1.0,,
28767,2,2,2016-02-15,0.0,1.0,,
28768,2,2,2016-02-28,1.0,1.0,0.00212526565821,5.88235294118
28769,2,2,2016-07-01,1.0,1.0,0.00212526565821,10.0
28770,2,2,2016-08-17,1.0,1.0,0.00212526565821,10.0
28771,2,2,2017-02-07,0.0,1.0,,
28772,2,2,2017-03-22,0.0,1.0,,
28773,2,2,2017-07-23,0.0,1.0,,
28774,2,2,2017-08-13,0.0,1.0,,
43486,2,2,2016-01-03,0.0,1.0,,
43485,2,0,2017-09-08,11.0,1.0,0.00163770471309,9.72519083969
43484,2,0,2017-02-20,2.0,1.0,0.00212526565821,10.0
43483,2,0,2016-04-28,0.0,1.0,,
43482,2,0,2016-02-04,0.0,1.0,,
43481,2,5,2017-10-14,0.0,1.0,,
43480,2,5,2017-07-29,0.0,1.0,,
28766,2,0,2017-08-29,0.0,1.0,,
43479,2,4,2017-04-14,0.0,1.0,,
28765,2,0,2017-08-10,0.0,1.0,,
28763,2,5,2017-10-04,0.0,1.0,,
9302,2,0,2017-07-17,1.0,1.0,0.00237529691211,7.89473684211
9301,2,0,2017-05-17,0.0,1.0,,
9300,2,0,2016-08-18,0.0,1.0,,
9299,2,3,2017-12-03,0.0,0.0,,
9298,2,3,2017-02-19,0.0,1.0,,
9297,2,4,2017-12-08,0.0,1.0,,
9296,2,1,2017-04-15,0.0,1.0,,
9295,2,1,2017-04-03,0.0,1.0,,
9294,2,1,2017-01-10,0.0,1.0,,
28757,2,1,2016-07-23,0.0,1.0,,
28758,2,3,2016-04-30,0.0,1.0,,
28759,2,3,2016-07-04,0.0,1.0,,
28760,2,3,2016-10-11,0.0,1.0,,
28761,2,3,2017-02-13,0.0,1.0,,
28762,2,3,2017-08-15,0.0,1.0,,
28764,2,5,2017-12-01,0.0,1.0,,
43478,2,4,2017-01-22,0.0,1.0,,
43477,2,1,2017-07-09,1.0,1.0,0.00237529691211,7.89473684211
43476,2,1,2017-05-02,1.0,1.0,0.00212526565821,10.0
63036,2,4,2017-09-22,0.0,1.0,,
63037,2,3,2016-12-24,0.0,1.0,,
63038,2,3,2017-05-13,0.0,1.0,,
63039,2,3,2017-08-07,1.0,1.0,0.00237529691211,7.89473684211
63040,2,3,2017-10-31,0.0,1.0,,
63041,2,5,2017-08-09,0.0,1.0,,
63042,2,5,2017-09-18,0.0,1.0,,
63043,2,0,2017-01-16,0.0,1.0,,
63044,2,2,2016-08-02,0.0,1.0,,
63045,2,2,2017-03-17,0.0,1.0,,
43240,2,2,2017-12-13,0.0,1.0,,
43239,2,0,2017-02-04,0.0,1.0,,
43238,2,0,2016-03-08,3.0,1.0,0.00212526565821,8.42941176471
43237,2,5,2017-10-13,0.0,1.0,,
43236,2,5,2017-09-04,0.0,1.0,,
63035,2,4,2017-03-22,0.0,1.0,,
63034,2,1,2017-05-14,0.0,1.0,,
63033,2,1,2017-02-13,1.0,1.0,0.00212526565821,10.0
63032,2,1,2016-09-14,0.0,1.0,,
43475,2,1,2016-04-23,0.0,1.0,,
9002,2,2,2017-04-19,1.0,1.0,0.00212526565821,10.0
9001,2,0,2017-03-06,7.0,1.0,0.00212526565821,8.99411764706
9000,2,0,2016-08-21,0.0,0.0,,
8999,2,5,2017-07-05,0.0,1.0,,
8998,2,3,2017-01-09,0.0,1.0,,
8997,2,3,2016-07-29,0.0,1.0,,
9303,2,0,2017-10-11,5.0,1.0,0.00156394549319,10.0
8996,2,4,2017-12-14,0.0,1.0,,
8994,2,1,2016-10-24,1.0,1.0,0.00212526565821,5.88235294118
8993,2,1,2016-10-22,0.0,1.0,,
8992,2,1,2016-10-04,0.0,1.0,,
8991,2,1,2016-01-08,0.0,1.0,,
